File Name,File Version,Update Date,Week Ending Date,Formatted Date,SSA Month,SSA Weeks in Month,SSA Quarter Date,Fiscal Year,Fiscal Quarter Number,Fiscal Week,Calendar Year,Calendar Quarter Number,Calendar Quarter Date,Notes
SSA-DATES1.csv,2,1/19/2021,8/10/2001,8/10/2001,2001-08,5,2001-09,2001,2001-4,45,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/17/2001,8/17/2001,2001-08,5,2001-09,2001,2001-4,46,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/24/2001,8/24/2001,2001-08,5,2001-09,2001,2001-4,47,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/31/2001,8/31/2001,2001-08,5,2001-09,2001,2001-4,48,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/7/2001,9/7/2001,2001-09,4,2001-09,2001,2001-4,49,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/14/2001,9/14/2001,2001-09,4,2001-09,2001,2001-4,50,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/21/2001,9/21/2001,2001-09,4,2001-09,2001,2001-4,51,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/28/2001,9/28/2001,2001-09,4,2001-09,2001,2001-4,52,2001,2001-3,2001-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/5/2001,10/5/2001,2001-10,4,2001-12,2002,2002-1,1,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/12/2001,10/12/2001,2001-10,4,2001-12,2002,2002-1,2,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/19/2001,10/19/2001,2001-10,4,2001-12,2002,2002-1,3,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/26/2001,10/26/2001,2001-10,4,2001-12,2002,2002-1,4,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/2/2001,11/2/2001,2001-11,5,2001-12,2002,2002-1,5,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/9/2001,11/9/2001,2001-11,5,2001-12,2002,2002-1,6,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/16/2001,11/16/2001,2001-11,5,2001-12,2002,2002-1,7,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/23/2001,11/23/2001,2001-11,5,2001-12,2002,2002-1,8,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/30/2001,11/30/2001,2001-11,5,2001-12,2002,2002-1,9,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/7/2001,12/7/2001,2001-12,4,2001-12,2002,2002-1,10,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/14/2001,12/14/2001,2001-12,4,2001-12,2002,2002-1,11,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/21/2001,12/21/2001,2001-12,4,2001-12,2002,2002-1,12,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/28/2001,12/28/2001,2001-12,4,2001-12,2002,2002-1,13,2001,2001-4,2001-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/4/2002,1/4/2002,2002-01,4,2002-03,2002,2002-2,14,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/11/2002,1/11/2002,2002-01,4,2002-03,2002,2002-2,15,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/18/2002,1/18/2002,2002-01,4,2002-03,2002,2002-2,16,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/25/2002,1/25/2002,2002-01,4,2002-03,2002,2002-2,17,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/1/2002,2/1/2002,2002-02,4,2002-03,2002,2002-2,18,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/8/2002,2/8/2002,2002-02,4,2002-03,2002,2002-2,19,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/15/2002,2/15/2002,2002-02,4,2002-03,2002,2002-2,20,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/22/2002,2/22/2002,2002-02,4,2002-03,2002,2002-2,21,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/1/2002,3/1/2002,2002-03,5,2002-03,2002,2002-2,22,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/8/2002,3/8/2002,2002-03,5,2002-03,2002,2002-2,23,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/15/2002,3/15/2002,2002-03,5,2002-03,2002,2002-2,24,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/22/2002,3/22/2002,2002-03,5,2002-03,2002,2002-2,25,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/29/2002,3/29/2002,2002-03,5,2002-03,2002,2002-2,26,2002,2002-1,2002-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/5/2002,4/5/2002,2002-04,4,2002-06,2002,2002-3,27,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/12/2002,4/12/2002,2002-04,4,2002-06,2002,2002-3,28,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/19/2002,4/19/2002,2002-04,4,2002-06,2002,2002-3,29,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/26/2002,4/26/2002,2002-04,4,2002-06,2002,2002-3,30,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/3/2002,5/3/2002,2002-05,5,2002-06,2002,2002-3,31,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/10/2002,5/10/2002,2002-05,5,2002-06,2002,2002-3,32,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/17/2002,5/17/2002,2002-05,5,2002-06,2002,2002-3,33,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/24/2002,5/24/2002,2002-05,5,2002-06,2002,2002-3,34,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/31/2002,5/31/2002,2002-05,5,2002-06,2002,2002-3,35,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/7/2002,6/7/2002,2002-06,4,2002-06,2002,2002-3,36,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/14/2002,6/14/2002,2002-06,4,2002-06,2002,2002-3,37,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/21/2002,6/21/2002,2002-06,4,2002-06,2002,2002-3,38,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/28/2002,6/28/2002,2002-06,4,2002-06,2002,2002-3,39,2002,2002-2,2002-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/5/2002,7/5/2002,2002-07,4,2002-09,2002,2002-4,40,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/12/2002,7/12/2002,2002-07,4,2002-09,2002,2002-4,41,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/19/2002,7/19/2002,2002-07,4,2002-09,2002,2002-4,42,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/26/2002,7/26/2002,2002-07,4,2002-09,2002,2002-4,43,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/2/2002,8/2/2002,2002-08,5,2002-09,2002,2002-4,44,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/9/2002,8/9/2002,2002-08,5,2002-09,2002,2002-4,45,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/16/2002,8/16/2002,2002-08,5,2002-09,2002,2002-4,46,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/23/2002,8/23/2002,2002-08,5,2002-09,2002,2002-4,47,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/30/2002,8/30/2002,2002-08,5,2002-09,2002,2002-4,48,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/6/2002,9/6/2002,2002-09,4,2002-09,2002,2002-4,49,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/13/2002,9/13/2002,2002-09,4,2002-09,2002,2002-4,50,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/20/2002,9/20/2002,2002-09,4,2002-09,2002,2002-4,51,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/27/2002,9/27/2002,2002-09,4,2002-09,2002,2002-4,52,2002,2002-3,2002-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/4/2002,10/4/2002,2002-10,4,2002-12,2003,2003-1,1,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/11/2002,10/11/2002,2002-10,4,2002-12,2003,2003-1,2,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/18/2002,10/18/2002,2002-10,4,2002-12,2003,2003-1,3,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/25/2002,10/25/2002,2002-10,4,2002-12,2003,2003-1,4,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/1/2002,11/1/2002,2002-11,5,2002-12,2003,2003-1,5,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/8/2002,11/8/2002,2002-11,5,2002-12,2003,2003-1,6,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/15/2002,11/15/2002,2002-11,5,2002-12,2003,2003-1,7,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/22/2002,11/22/2002,2002-11,5,2002-12,2003,2003-1,8,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,11/29/2002,11/29/2002,2002-11,5,2002-12,2003,2003-1,9,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/6/2002,12/6/2002,2002-12,4,2002-12,2003,2003-1,10,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/13/2002,12/13/2002,2002-12,4,2002-12,2003,2003-1,11,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/20/2002,12/20/2002,2002-12,4,2002-12,2003,2003-1,12,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,12/27/2002,12/27/2002,2002-12,4,2002-12,2003,2003-1,13,2002,2002-4,2002-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/3/2003,1/3/2003,2003-01,5,2003-03,2003,2003-2,14,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/10/2003,1/10/2003,2003-01,5,2003-03,2003,2003-2,15,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/17/2003,1/17/2003,2003-01,5,2003-03,2003,2003-2,16,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/24/2003,1/24/2003,2003-01,5,2003-03,2003,2003-2,17,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,1/31/2003,1/31/2003,2003-01,5,2003-03,2003,2003-2,18,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/7/2003,2/7/2003,2003-02,4,2003-03,2003,2003-2,19,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/14/2003,2/14/2003,2003-02,4,2003-03,2003,2003-2,20,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/21/2003,2/21/2003,2003-02,4,2003-03,2003,2003-2,21,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,2/28/2003,2/28/2003,2003-02,4,2003-03,2003,2003-2,22,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/7/2003,3/7/2003,2003-03,4,2003-03,2003,2003-2,23,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/14/2003,3/14/2003,2003-03,4,2003-03,2003,2003-2,24,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/21/2003,3/21/2003,2003-03,4,2003-03,2003,2003-2,25,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,3/28/2003,3/28/2003,2003-03,4,2003-03,2003,2003-2,26,2003,2003-1,2003-03,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/4/2003,4/4/2003,2003-04,4,2003-06,2003,2003-3,27,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/11/2003,4/11/2003,2003-04,4,2003-06,2003,2003-3,28,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/18/2003,4/18/2003,2003-04,4,2003-06,2003,2003-3,29,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,4/25/2003,4/25/2003,2003-04,4,2003-06,2003,2003-3,30,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/2/2003,5/2/2003,2003-05,5,2003-06,2003,2003-3,31,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/9/2003,5/9/2003,2003-05,5,2003-06,2003,2003-3,32,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/16/2003,5/16/2003,2003-05,5,2003-06,2003,2003-3,33,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/23/2003,5/23/2003,2003-05,5,2003-06,2003,2003-3,34,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,5/30/2003,5/30/2003,2003-05,5,2003-06,2003,2003-3,35,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/6/2003,6/6/2003,2003-06,4,2003-06,2003,2003-3,36,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/13/2003,6/13/2003,2003-06,4,2003-06,2003,2003-3,37,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/20/2003,6/20/2003,2003-06,4,2003-06,2003,2003-3,38,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,6/27/2003,6/27/2003,2003-06,4,2003-06,2003,2003-3,39,2003,2003-2,2003-06,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/4/2003,7/4/2003,2003-07,4,2003-09,2003,2003-4,40,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/11/2003,7/11/2003,2003-07,4,2003-09,2003,2003-4,41,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/18/2003,7/18/2003,2003-07,4,2003-09,2003,2003-4,42,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,7/25/2003,7/25/2003,2003-07,4,2003-09,2003,2003-4,43,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/1/2003,8/1/2003,2003-08,5,2003-09,2003,2003-4,44,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/8/2003,8/8/2003,2003-08,5,2003-09,2003,2003-4,45,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/15/2003,8/15/2003,2003-08,5,2003-09,2003,2003-4,46,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/22/2003,8/22/2003,2003-08,5,2003-09,2003,2003-4,47,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,8/29/2003,8/29/2003,2003-08,5,2003-09,2003,2003-4,48,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/5/2003,9/5/2003,2003-09,4,2003-09,2003,2003-4,49,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/12/2003,9/12/2003,2003-09,4,2003-09,2003,2003-4,50,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/19/2003,9/19/2003,2003-09,4,2003-09,2003,2003-4,51,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,9/26/2003,9/26/2003,2003-09,4,2003-09,2003,2003-4,52,2003,2003-3,2003-09,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/3/2003,10/3/2003,2003-10,5,2003-12,2004,2004-1,1,2003,2003-4,2003-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/10/2003,10/10/2003,2003-10,5,2003-12,2004,2004-1,2,2003,2003-4,2003-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/17/2003,10/17/2003,2003-10,5,2003-12,2004,2004-1,3,2003,2003-4,2003-12,
,,,,,,,,,,,,,,
SSA-DATES1.csv,2,1/19/2021,10/24/2003,10/24/2003,2003-10,5,2003-12,2004,2004-1,4,2003,2003-4,2003-12,
